code_prefix,name,id,parent_id:id
2551,Loans to partners,azkatech_gaccount_lb_324,azkatech_gaccount_lb_112
2552,Loans to employees,azkatech_gaccount_lb_325,azkatech_gaccount_lb_112
2558,Other loans,azkatech_gaccount_lb_326,azkatech_gaccount_lb_112
2591,Deposits and guarantees,azkatech_gaccount_lb_327,azkatech_gaccount_lb_113
2811,Establishment expenses,azkatech_gaccount_lb_328,azkatech_gaccount_lb_115
2812,Research and development expences,azkatech_gaccount_lb_329,azkatech_gaccount_lb_115
2813,"Patents,licences,trade marks and similars values",azkatech_gaccount_lb_330,azkatech_gaccount_lb_115
2819,Other intangible fixed assets,azkatech_gaccount_lb_331,azkatech_gaccount_lb_115
2821,Extractive land Sites(Mines&Ouarries),azkatech_gaccount_lb_332,azkatech_gaccount_lb_116
2823,Constructions,azkatech_gaccount_lb_333,azkatech_gaccount_lb_116
2824,Technical installations & industrial tools,azkatech_gaccount_lb_334,azkatech_gaccount_lb_116
2825,Transportation equipment,azkatech_gaccount_lb_335,azkatech_gaccount_lb_116
2826,Other tangible fixed assets,azkatech_gaccount_lb_336,azkatech_gaccount_lb_116
2900,Provision Dimunition Of Value Of Fixed Assets,azkatech_gaccount_lb_337,azkatech_gaccount_lb_117
2911,Trade marks and similars,azkatech_gaccount_lb_338,azkatech_gaccount_lb_118
2919,Other intangible fixed assets,azkatech_gaccount_lb_339,azkatech_gaccount_lb_118
2921,Land (Other than extractive land sites),azkatech_gaccount_lb_340,azkatech_gaccount_lb_119
2926,Other tangible fixed assets,azkatech_gaccount_lb_341,azkatech_gaccount_lb_119
2951,Equity participations,azkatech_gaccount_lb_342,azkatech_gaccount_lb_120
2952,Receivables related to equity participations,azkatech_gaccount_lb_343,azkatech_gaccount_lb_120
2953,Other blocked securities,azkatech_gaccount_lb_344,azkatech_gaccount_lb_120
2955,Long and medium term loans,azkatech_gaccount_lb_345,azkatech_gaccount_lb_120
2959,Other blocked long term receivables,azkatech_gaccount_lb_346,azkatech_gaccount_lb_120
3710,Merchandise For Sale,azkatech_gaccount_lb_347,azkatech_gaccount_lb_130
3791,Transitory Stock Account,azkatech_gaccount_lb_348,azkatech_gaccount_lb_132
4011,Suppliers Goods,azkatech_gaccount_lb_349,azkatech_gaccount_lb_137
4012,Suppliers Services,azkatech_gaccount_lb_350,azkatech_gaccount_lb_137
4013,Salesmen,azkatech_gaccount_lb_351,azkatech_gaccount_lb_137
4015,Suppliers Others,azkatech_gaccount_lb_352,azkatech_gaccount_lb_137
4016,Suppliers of payment complaints,azkatech_gaccount_lb_353,azkatech_gaccount_lb_137
4017,Suppliers of works and commitments,azkatech_gaccount_lb_354,azkatech_gaccount_lb_137
4018,Invoices not received yet,azkatech_gaccount_lb_355,azkatech_gaccount_lb_137
4019,"Earned,Discounts & Allowances",azkatech_gaccount_lb_356,azkatech_gaccount_lb_137
4031,Invoices,azkatech_gaccount_lb_357,azkatech_gaccount_lb_138
4035,Notes Payables,azkatech_gaccount_lb_358,azkatech_gaccount_lb_138
4038,Invoices not received yet,azkatech_gaccount_lb_359,azkatech_gaccount_lb_138
4039,"Earned,Discounts & Allowances",azkatech_gaccount_lb_360,azkatech_gaccount_lb_138
4111,Clients,azkatech_gaccount_lb_361,azkatech_gaccount_lb_140
4112,Consumer Clients,azkatech_gaccount_lb_362,azkatech_gaccount_lb_140
4113,Baking & Pastry Clients,azkatech_gaccount_lb_363,azkatech_gaccount_lb_140
4114,Chocolatier Clients,azkatech_gaccount_lb_364,azkatech_gaccount_lb_140
4115,Doubtful Clients,azkatech_gaccount_lb_365,azkatech_gaccount_lb_140
4116,Other Clients,azkatech_gaccount_lb_366,azkatech_gaccount_lb_140
4119,Cash Customer,azkatech_gaccount_lb_367,azkatech_gaccount_lb_140
4210,Payments due to Employee,azkatech_gaccount_lb_368,azkatech_gaccount_lb_145
4280,Employee's Accounts,azkatech_gaccount_lb_369,azkatech_gaccount_lb_146
4281,Advances and payments,azkatech_gaccount_lb_370,azkatech_gaccount_lb_146
4282,Retentions,azkatech_gaccount_lb_371,azkatech_gaccount_lb_146
4311,Benefits payable,azkatech_gaccount_lb_372,azkatech_gaccount_lb_147
4315,Notes payable - Social security,azkatech_gaccount_lb_373,azkatech_gaccount_lb_147
4318,Charges to be accured for (social security),azkatech_gaccount_lb_374,azkatech_gaccount_lb_147
4381,Family Allocation For Personnel,azkatech_gaccount_lb_375,azkatech_gaccount_lb_149
4411,Taxes Due (Operational),azkatech_gaccount_lb_376,azkatech_gaccount_lb_150
4412,Taxes Due (No Operational),azkatech_gaccount_lb_377,azkatech_gaccount_lb_150
4415,Notes payable(Taxes and Rates ),azkatech_gaccount_lb_378,azkatech_gaccount_lb_150
4418,Other Taxes to be accured for,azkatech_gaccount_lb_379,azkatech_gaccount_lb_150
4421,VAT out from Purchases,azkatech_gaccount_lb_380,azkatech_gaccount_lb_151
4425,VAT Net Total,azkatech_gaccount_lb_381,azkatech_gaccount_lb_151
4426,VAT out from Purchases,azkatech_gaccount_lb_382,azkatech_gaccount_lb_151
4427,VAT In from Sales,azkatech_gaccount_lb_383,azkatech_gaccount_lb_151
4431,Taxes on Profit,azkatech_gaccount_lb_384,azkatech_gaccount_lb_152
4451,GOV'T And Public Institutions Other Accounts Payable,azkatech_gaccount_lb_385,azkatech_gaccount_lb_153
4491,Subsidies receivable,azkatech_gaccount_lb_386,azkatech_gaccount_lb_154
4497,Other receivables(Gov't and public institutuions),azkatech_gaccount_lb_387,azkatech_gaccount_lb_154
4498,Accured revenues not collected,azkatech_gaccount_lb_388,azkatech_gaccount_lb_154
4511,Affiliated companies,azkatech_gaccount_lb_389,azkatech_gaccount_lb_155
4515,Other Partners,azkatech_gaccount_lb_390,azkatech_gaccount_lb_155
4518,Joint Ventures,azkatech_gaccount_lb_391,azkatech_gaccount_lb_155
4551,Contribution to the company's Capital,azkatech_gaccount_lb_392,azkatech_gaccount_lb_157
4552,Re-imbursement of company's Capital,azkatech_gaccount_lb_393,azkatech_gaccount_lb_157
4557,Other payables,azkatech_gaccount_lb_394,azkatech_gaccount_lb_157
4591,Subscribed & Uncalled Capital,azkatech_gaccount_lb_395,azkatech_gaccount_lb_158
4592,Subscribed Capital called & Unpaid,azkatech_gaccount_lb_396,azkatech_gaccount_lb_158
4597,Other receivables,azkatech_gaccount_lb_397,azkatech_gaccount_lb_158
4611,Accounts payable-for consignments&containers,azkatech_gaccount_lb_398,azkatech_gaccount_lb_159
4613,Accounts payable-for consignments&containers,azkatech_gaccount_lb_399,azkatech_gaccount_lb_159
4619,Other payables (Operational),azkatech_gaccount_lb_400,azkatech_gaccount_lb_159
4631,Uncalled Equity participation,azkatech_gaccount_lb_401,azkatech_gaccount_lb_160
4632,Uncalled Equity participation,azkatech_gaccount_lb_402,azkatech_gaccount_lb_160
4633,Other  blocked securities (uncalled),azkatech_gaccount_lb_403,azkatech_gaccount_lb_160
4634,Others,azkatech_gaccount_lb_404,azkatech_gaccount_lb_160
4650,Misc Accounts payable-Non Operating,azkatech_gaccount_lb_405,azkatech_gaccount_lb_161
4651,Payables on acquisition of security placements,azkatech_gaccount_lb_406,azkatech_gaccount_lb_161
4652,Debentures,azkatech_gaccount_lb_407,azkatech_gaccount_lb_161
4653,Installments on acquisition of security placements,azkatech_gaccount_lb_408,azkatech_gaccount_lb_161
4659,Other Misc payables-non operating,azkatech_gaccount_lb_409,azkatech_gaccount_lb_161
4681,Accounts Receivables for consignments & containers,azkatech_gaccount_lb_410,azkatech_gaccount_lb_162
4689,Other Misc Receivables-Operational,azkatech_gaccount_lb_411,azkatech_gaccount_lb_162
4691,Accounts Receivables on fixed assets disposal & sale of placement securities,azkatech_gaccount_lb_412,azkatech_gaccount_lb_163
4699,Other Misc Receivables-Non Operational,azkatech_gaccount_lb_413,azkatech_gaccount_lb_163
4711,Pre-operation expenses,azkatech_gaccount_lb_414,azkatech_gaccount_lb_164
4712,Major repairs for Amortization,azkatech_gaccount_lb_415,azkatech_gaccount_lb_164
4713,Debenture & Bonds premiums,azkatech_gaccount_lb_416,azkatech_gaccount_lb_164
4719,Other deferred charges,azkatech_gaccount_lb_417,azkatech_gaccount_lb_164
4751,Increase on accounts receivable,azkatech_gaccount_lb_418,azkatech_gaccount_lb_167
4752,Decrease on accounts payable,azkatech_gaccount_lb_419,azkatech_gaccount_lb_167
4758,Other exchange difference,azkatech_gaccount_lb_420,azkatech_gaccount_lb_167
4761,Decrease on accounts Receivable,azkatech_gaccount_lb_421,azkatech_gaccount_lb_168
4762,Increase on accounts payable,azkatech_gaccount_lb_422,azkatech_gaccount_lb_168
4768,Other exchange difference,azkatech_gaccount_lb_423,azkatech_gaccount_lb_168
4831,Charges Account Payables,azkatech_gaccount_lb_424,azkatech_gaccount_lb_171
4968,Misc Receivables - Operational,azkatech_gaccount_lb_425,azkatech_gaccount_lb_174
4969,Misc Receivables - Non Operational,azkatech_gaccount_lb_426,azkatech_gaccount_lb_174
5110,Cheques & Coupon for Collection,azkatech_gaccount_lb_427,azkatech_gaccount_lb_179
5111,Discounted credits with the Bank,azkatech_gaccount_lb_428,azkatech_gaccount_lb_179
5120,Banks Current Account,azkatech_gaccount_lb_429,azkatech_gaccount_lb_180
5121,Banks Cil Account,azkatech_gaccount_lb_430,azkatech_gaccount_lb_180
5122,Banks Cil Douane Account,azkatech_gaccount_lb_431,azkatech_gaccount_lb_180
5123,Banks Drafts,azkatech_gaccount_lb_432,azkatech_gaccount_lb_180
5124,Banks Other Accounts,azkatech_gaccount_lb_433,azkatech_gaccount_lb_180
5125,Banks / payment papers,azkatech_gaccount_lb_434,azkatech_gaccount_lb_180
5127,"Banks, credit benefits",azkatech_gaccount_lb_435,azkatech_gaccount_lb_180
5128,Reserve Bank Guarantees,azkatech_gaccount_lb_436,azkatech_gaccount_lb_180
5310,Cash,azkatech_gaccount_lb_437,azkatech_gaccount_lb_182
5311,Post Dated Checks,azkatech_gaccount_lb_438,azkatech_gaccount_lb_182
5312,Drafts,azkatech_gaccount_lb_439,azkatech_gaccount_lb_182
5313,Checks On Hand,azkatech_gaccount_lb_440,azkatech_gaccount_lb_182
6011,Coods,azkatech_gaccount_lb_441,azkatech_gaccount_lb_183
6012,Purchases Containers & packing materials,azkatech_gaccount_lb_442,azkatech_gaccount_lb_183
6013,Other Purchases (Receivables & Accounting),azkatech_gaccount_lb_443,azkatech_gaccount_lb_183
6018,Expences connected to purchases & containers,azkatech_gaccount_lb_444,azkatech_gaccount_lb_183
6019,Discount & Allowances Earned ,azkatech_gaccount_lb_445,azkatech_gaccount_lb_183
6051,Opening Stock,azkatech_gaccount_lb_446,azkatech_gaccount_lb_184
6052,Cost Of Sales,azkatech_gaccount_lb_447,azkatech_gaccount_lb_184
6053,Stock Adjustment,azkatech_gaccount_lb_448,azkatech_gaccount_lb_184
6111,Raw Materials purchases,azkatech_gaccount_lb_449,azkatech_gaccount_lb_185
6112,Conumables Purchases,azkatech_gaccount_lb_450,azkatech_gaccount_lb_185
6113,Containers & Packing Materials Purchases,azkatech_gaccount_lb_451,azkatech_gaccount_lb_185
6115,Purchases and Charges of obligations,azkatech_gaccount_lb_452,azkatech_gaccount_lb_185
6118,Expenses Connected to Raw Materials & Consumable purchase,azkatech_gaccount_lb_453,azkatech_gaccount_lb_185
6119,Discount & Allowances Earned (detailed),azkatech_gaccount_lb_454,azkatech_gaccount_lb_185
6151,Opening Stock,azkatech_gaccount_lb_455,azkatech_gaccount_lb_186
6152,Closing Stock,azkatech_gaccount_lb_456,azkatech_gaccount_lb_186
6211,Sub contract A,azkatech_gaccount_lb_457,azkatech_gaccount_lb_187
6212,Sub contract B,azkatech_gaccount_lb_458,azkatech_gaccount_lb_187
6219,Discount & Allowances in purchases from Sub-,azkatech_gaccount_lb_459,azkatech_gaccount_lb_187
6251,Leasing on Materials,azkatech_gaccount_lb_460,azkatech_gaccount_lb_188
6252,Leasing on Property,azkatech_gaccount_lb_461,azkatech_gaccount_lb_188
6253,Royalties,azkatech_gaccount_lb_462,azkatech_gaccount_lb_188
6254,Licences,azkatech_gaccount_lb_463,azkatech_gaccount_lb_188
6256,Trade Marks,azkatech_gaccount_lb_464,azkatech_gaccount_lb_188
6257,Know-how,azkatech_gaccount_lb_465,azkatech_gaccount_lb_188
6258,Similar values & rights,azkatech_gaccount_lb_466,azkatech_gaccount_lb_188
6261,Transportation & Communication,azkatech_gaccount_lb_467,azkatech_gaccount_lb_189
6262,Maintenance & Repairs,azkatech_gaccount_lb_468,azkatech_gaccount_lb_189
6263,Rent & (building services),azkatech_gaccount_lb_469,azkatech_gaccount_lb_189
6264,Hotel & Restaurant,azkatech_gaccount_lb_470,azkatech_gaccount_lb_189
6265,Personnel Services,azkatech_gaccount_lb_471,azkatech_gaccount_lb_189
6266,Training,azkatech_gaccount_lb_472,azkatech_gaccount_lb_189
6267,Studies & Research,azkatech_gaccount_lb_473,azkatech_gaccount_lb_189
6268,Insurance Premiums,azkatech_gaccount_lb_474,azkatech_gaccount_lb_189
6269,Other External Services,azkatech_gaccount_lb_475,azkatech_gaccount_lb_189
6311,Salaries,azkatech_gaccount_lb_476,azkatech_gaccount_lb_190
6312,Wages,azkatech_gaccount_lb_477,azkatech_gaccount_lb_190
6313,School Aid,azkatech_gaccount_lb_478,azkatech_gaccount_lb_190
6314,Fixed Commission,azkatech_gaccount_lb_479,azkatech_gaccount_lb_190
6315,Transport Of Personnel,azkatech_gaccount_lb_480,azkatech_gaccount_lb_190
6316,Manager Remunerations(Voting Rights),azkatech_gaccount_lb_481,azkatech_gaccount_lb_190
6317,Directors Remuneration,azkatech_gaccount_lb_482,azkatech_gaccount_lb_190
6351,CNSS Cotisation Medicla (Employer 7%),azkatech_gaccount_lb_483,azkatech_gaccount_lb_191
6352,CNSS Cotisation Indemnity End Of Service (8.5%),azkatech_gaccount_lb_484,azkatech_gaccount_lb_191
6353,CNSS Cotisation Familly Allocation (6%),azkatech_gaccount_lb_485,azkatech_gaccount_lb_191
6354,Staff Transportation allowance,azkatech_gaccount_lb_486,azkatech_gaccount_lb_191
6356,Close-out End of Service Indemnity,azkatech_gaccount_lb_487,azkatech_gaccount_lb_191
6421,Municipal Tax,azkatech_gaccount_lb_488,azkatech_gaccount_lb_193
6441,Registration Fees,azkatech_gaccount_lb_489,azkatech_gaccount_lb_195
6442,Tax On Built Properties,azkatech_gaccount_lb_490,azkatech_gaccount_lb_195
6451,Real Estate Tax,azkatech_gaccount_lb_491,azkatech_gaccount_lb_196
6452,Taxes on Transportation Equipments,azkatech_gaccount_lb_492,azkatech_gaccount_lb_196
6453,Other direct and indirect Tax,azkatech_gaccount_lb_493,azkatech_gaccount_lb_196
6464,Personnel Meals,azkatech_gaccount_lb_494,azkatech_gaccount_lb_197
6511,Amortization of intangible Assets,azkatech_gaccount_lb_495,azkatech_gaccount_lb_198
6512,Depreciation of Fixed Assets,azkatech_gaccount_lb_496,azkatech_gaccount_lb_198
6515,Amortization of Deffered Charges,azkatech_gaccount_lb_497,azkatech_gaccount_lb_198
6551,Provisions for dimunition in value of intangible fixed Assets,azkatech_gaccount_lb_498,azkatech_gaccount_lb_199
6552,Provisions for dimunition in value of Tangible fixed Assets,azkatech_gaccount_lb_499,azkatech_gaccount_lb_199
6553,Provisions for dimunition in value of Inventory & goods in Process,azkatech_gaccount_lb_500,azkatech_gaccount_lb_199
6554,Provisions for Bad & Doubtful Debts,azkatech_gaccount_lb_501,azkatech_gaccount_lb_199
6555,Provisions for risks & Charges (Operational),azkatech_gaccount_lb_502,azkatech_gaccount_lb_199
6611,Attendance Fees,azkatech_gaccount_lb_503,azkatech_gaccount_lb_200
6612,Losses on Irrecoverable Operating Receivables,azkatech_gaccount_lb_504,azkatech_gaccount_lb_200
6731,Interest - Accounts payable & Loans,azkatech_gaccount_lb_505,azkatech_gaccount_lb_202
6732,Interest - Overdrafts & Deposits,azkatech_gaccount_lb_506,azkatech_gaccount_lb_202
6733,Interest - Guaranteed Debenture & Bonds,azkatech_gaccount_lb_507,azkatech_gaccount_lb_202
6734,Interest - Other Accounts payable,azkatech_gaccount_lb_508,azkatech_gaccount_lb_202
6735,Discount Paid,azkatech_gaccount_lb_509,azkatech_gaccount_lb_202
6736,Interest - Banks & Financial Institutions,azkatech_gaccount_lb_510,azkatech_gaccount_lb_202
6737,Banks Charges,azkatech_gaccount_lb_511,azkatech_gaccount_lb_202
6741,Bank Benefits,azkatech_gaccount_lb_512,azkatech_gaccount_lb_203
6751,Normal Operations,azkatech_gaccount_lb_513,azkatech_gaccount_lb_204
6752,Capital Operations,azkatech_gaccount_lb_514,azkatech_gaccount_lb_204
6791,Amortization of Reinbursement Premiums,azkatech_gaccount_lb_515,azkatech_gaccount_lb_206
6792,Provision for dimunition in value of financial fixed Assets,azkatech_gaccount_lb_516,azkatech_gaccount_lb_206
6794,Provision for dimunition in value of Securities Placements,azkatech_gaccount_lb_517,azkatech_gaccount_lb_206
6795,Provision for risks & financial charges,azkatech_gaccount_lb_518,azkatech_gaccount_lb_206
6811,Intagible Fixed Assets,azkatech_gaccount_lb_519,azkatech_gaccount_lb_207
6812,Tagible Fixed Assets,azkatech_gaccount_lb_520,azkatech_gaccount_lb_207
6815,Financial Fixed Assets,azkatech_gaccount_lb_521,azkatech_gaccount_lb_207
6851,Charges on Administrative Operations,azkatech_gaccount_lb_522,azkatech_gaccount_lb_208
6852,Management Gifts,azkatech_gaccount_lb_523,azkatech_gaccount_lb_208
6855,Charges on Capital Operations,azkatech_gaccount_lb_524,azkatech_gaccount_lb_208
6891,Exceptional Depreciation of Fixed Assets,azkatech_gaccount_lb_525,azkatech_gaccount_lb_209
6892,Provision for Exceptional dimunition in Prices,azkatech_gaccount_lb_526,azkatech_gaccount_lb_209
6895,Provision for risks & charges -Non -operational,azkatech_gaccount_lb_527,azkatech_gaccount_lb_209
6900,Income Tax On Profits,azkatech_gaccount_lb_528,azkatech_gaccount_lb_210
6901,Interest Tax On Profits,azkatech_gaccount_lb_529,azkatech_gaccount_lb_53
7011,Sales,azkatech_gaccount_lb_530,azkatech_gaccount_lb_211
7012,Sales (Accouting System),azkatech_gaccount_lb_531,azkatech_gaccount_lb_211
7013,Other Sales,azkatech_gaccount_lb_532,azkatech_gaccount_lb_211
7018,Income Connected To Sales,azkatech_gaccount_lb_533,azkatech_gaccount_lb_211
7091,Discount & Allowances Allowed,azkatech_gaccount_lb_534,azkatech_gaccount_lb_212
7092,Discount By Credit Notes,azkatech_gaccount_lb_535,azkatech_gaccount_lb_212
7111,Sales of Manufactured Goods,azkatech_gaccount_lb_536,azkatech_gaccount_lb_213
7112,Sales of By-Products Items,azkatech_gaccount_lb_537,azkatech_gaccount_lb_213
7113,Sales of Scrap,azkatech_gaccount_lb_538,azkatech_gaccount_lb_213
7131,Revenue of Services,azkatech_gaccount_lb_539,azkatech_gaccount_lb_215
7191,Production,azkatech_gaccount_lb_540,azkatech_gaccount_lb_217
7192,Works,azkatech_gaccount_lb_541,azkatech_gaccount_lb_217
7193,Services,azkatech_gaccount_lb_542,azkatech_gaccount_lb_217
7197,Ancillary Activities,azkatech_gaccount_lb_543,azkatech_gaccount_lb_217
7211,Production in Progress,azkatech_gaccount_lb_544,azkatech_gaccount_lb_218
7212,Work in Progress,azkatech_gaccount_lb_545,azkatech_gaccount_lb_218
7225,Studies in progress,azkatech_gaccount_lb_546,azkatech_gaccount_lb_219
7226,Services in progress,azkatech_gaccount_lb_547,azkatech_gaccount_lb_219
7251,By products Items,azkatech_gaccount_lb_548,azkatech_gaccount_lb_220
7255,Manufactured goods,azkatech_gaccount_lb_549,azkatech_gaccount_lb_220
7258,Scrap,azkatech_gaccount_lb_550,azkatech_gaccount_lb_220
7325,Production Sales Transportation Equipment,azkatech_gaccount_lb_551,azkatech_gaccount_lb_222
7611,"Royalties-patents-licences ,trade marks,know-how & similair",azkatech_gaccount_lb_552,azkatech_gaccount_lb_227
7612,Rent Income,azkatech_gaccount_lb_553,azkatech_gaccount_lb_227
7613,Directors attendance fees & allowances,azkatech_gaccount_lb_554,azkatech_gaccount_lb_227
7619,Allocation of operating expenses,azkatech_gaccount_lb_555,azkatech_gaccount_lb_227
7651,Net Transfers of Allocated Charges,azkatech_gaccount_lb_556,azkatech_gaccount_lb_228
7655,Net Attributions of Income,azkatech_gaccount_lb_557,azkatech_gaccount_lb_228
7711,Dividends  ,azkatech_gaccount_lb_558,azkatech_gaccount_lb_229
7716,Revenue from other Equity participations,azkatech_gaccount_lb_559,azkatech_gaccount_lb_229
7717,Revenue from receivables related to Equity participation,azkatech_gaccount_lb_560,azkatech_gaccount_lb_229
7721,Revenue from securities placements,azkatech_gaccount_lb_561,azkatech_gaccount_lb_230
7723,Revenue from blocked securities,azkatech_gaccount_lb_562,azkatech_gaccount_lb_230
7725,Revenue from blocked receivables,azkatech_gaccount_lb_563,azkatech_gaccount_lb_230
7726,Revenue from commercial receivables,azkatech_gaccount_lb_564,azkatech_gaccount_lb_230
7727,Revenue from Misc receivables,azkatech_gaccount_lb_565,azkatech_gaccount_lb_230
7731,Revenue on loans Granted,azkatech_gaccount_lb_566,azkatech_gaccount_lb_231
7733,"Earned,Discounts & Allowances",azkatech_gaccount_lb_567,azkatech_gaccount_lb_231
7735,Discount Received,azkatech_gaccount_lb_568,azkatech_gaccount_lb_231
7736,Interest-Banks,azkatech_gaccount_lb_569,azkatech_gaccount_lb_231
7737,Bank Charges Revenues,azkatech_gaccount_lb_570,azkatech_gaccount_lb_231
7738,Stamps Revenues,azkatech_gaccount_lb_571,azkatech_gaccount_lb_231
7751,Current Operations,azkatech_gaccount_lb_572,azkatech_gaccount_lb_232
7755,Capital Operations,azkatech_gaccount_lb_573,azkatech_gaccount_lb_232
7781,Net Income on sale of security placement,azkatech_gaccount_lb_574,azkatech_gaccount_lb_233
7789,Allocation of financial charges,azkatech_gaccount_lb_575,azkatech_gaccount_lb_233
7793,Write-Back of provisions for dimunition of values,azkatech_gaccount_lb_576,azkatech_gaccount_lb_234
7795,Write-Back of provisions for risks & charges,azkatech_gaccount_lb_577,azkatech_gaccount_lb_234
7811,Intagible Fixed Assets,azkatech_gaccount_lb_578,azkatech_gaccount_lb_235
7812,Tangible Fixed Assets,azkatech_gaccount_lb_579,azkatech_gaccount_lb_235
7815,Financial Fixed Assets,azkatech_gaccount_lb_580,azkatech_gaccount_lb_235
7818,Other disposed assets,azkatech_gaccount_lb_581,azkatech_gaccount_lb_235
7881,Exceptional Revenue on ordinary operation,azkatech_gaccount_lb_582,azkatech_gaccount_lb_237
7888,Other Revenue on exceptional capital operations,azkatech_gaccount_lb_583,azkatech_gaccount_lb_237
7889,Allocation of exceptional charges,azkatech_gaccount_lb_584,azkatech_gaccount_lb_237
7891,Write-back of provisions for dimunition in value,azkatech_gaccount_lb_585,azkatech_gaccount_lb_238
7895,Write-back of provisions of risks & charges,azkatech_gaccount_lb_586,azkatech_gaccount_lb_238
4654,Misc.Accounts payable-Non Operating,azkatech_gaccount_lb_695,azkatech_gaccount_lb_161
5112,CHEQUES A PAYER,azkatech_gaccount_lb_696,azkatech_gaccount_lb_179
6091,Purchase Discount,azkatech_gaccount_lb_698,azkatech_gaccount_lb_697
6361,Personnel Transportation,azkatech_gaccount_lb_702,azkatech_gaccount_lb_701
6440,Registration Fees,azkatech_gaccount_lb_703,azkatech_gaccount_lb_195
4091,Advance payments on account of operational supplies,azkatech_gaccount_lb_704,azkatech_gaccount_lb_139
4721,Deferred Income,azkatech_gaccount_lb_705,azkatech_gaccount_lb_165
4725,RENT TO BE PAID,azkatech_gaccount_lb_706,azkatech_gaccount_lb_165
4726,INSURANCE TO BE PAID,azkatech_gaccount_lb_707,azkatech_gaccount_lb_165
4727,HONORAIRES TO BE PAID,azkatech_gaccount_lb_708,azkatech_gaccount_lb_165
4811,Periodical allocation of expenses,azkatech_gaccount_lb_709,azkatech_gaccount_lb_169
6050,Variation of Inventory,azkatech_gaccount_lb_710,azkatech_gaccount_lb_184
15520,for employee end of service indemnities,azkatech_gaccount_lb_587,azkatech_gaccount_lb_270
15521,Provisions of Service Indemnities (Details),azkatech_gaccount_lb_588,azkatech_gaccount_lb_270
15522,Provisions of service indemnities (Not Reg in the CNSS),azkatech_gaccount_lb_589,azkatech_gaccount_lb_270
41191,Cash Customer -1,azkatech_gaccount_lb_590,azkatech_gaccount_lb_367
41192,Cash Customer-2,azkatech_gaccount_lb_591,azkatech_gaccount_lb_367
42100,Payments Due To Personnel,azkatech_gaccount_lb_592,azkatech_gaccount_lb_368
42101,Employee Deductions / Social Security ,azkatech_gaccount_lb_593,azkatech_gaccount_lb_368
42102,Employee Deductions / Income Tax,azkatech_gaccount_lb_594,azkatech_gaccount_lb_368
43111,CNSS End-of-Service Compensation,azkatech_gaccount_lb_595,azkatech_gaccount_lb_372
43180,Charges to be accured for (social security),azkatech_gaccount_lb_596,azkatech_gaccount_lb_374
43181,CNSS Cotisation Medical (7%+3%),azkatech_gaccount_lb_597,azkatech_gaccount_lb_374
43182,CNSS Cotisation Indemnity End Of Service (8.5%),azkatech_gaccount_lb_598,azkatech_gaccount_lb_374
43183,CNSS Cotisation Familly Alocation (6%),azkatech_gaccount_lb_599,azkatech_gaccount_lb_374
44210,VAT out from Purchases,azkatech_gaccount_lb_600,azkatech_gaccount_lb_380
44213,VAT out from Fixed Assets,azkatech_gaccount_lb_601,azkatech_gaccount_lb_380
44216,VAT out from CHARGES,azkatech_gaccount_lb_602,azkatech_gaccount_lb_380
44261,VAT out from Purchases,azkatech_gaccount_lb_603,azkatech_gaccount_lb_382
44270,VAT In from Sales,azkatech_gaccount_lb_604,azkatech_gaccount_lb_383
45111,Holding Company,azkatech_gaccount_lb_605,azkatech_gaccount_lb_389
45112,Subsidiary Companies,azkatech_gaccount_lb_606,azkatech_gaccount_lb_389
45113,Affiliated companies,azkatech_gaccount_lb_607,azkatech_gaccount_lb_389
45114,Multi-group companies,azkatech_gaccount_lb_608,azkatech_gaccount_lb_389
46191,Other payables (Operational),azkatech_gaccount_lb_609,azkatech_gaccount_lb_400
60181,Freight,azkatech_gaccount_lb_610,azkatech_gaccount_lb_444
60182,Commissions,azkatech_gaccount_lb_611,azkatech_gaccount_lb_444
60183,Insurance on freight,azkatech_gaccount_lb_612,azkatech_gaccount_lb_444
60184,Clearing expences,azkatech_gaccount_lb_613,azkatech_gaccount_lb_444
60185,Customs Charges,azkatech_gaccount_lb_614,azkatech_gaccount_lb_444
60186,D.D.P. (Droit de port),azkatech_gaccount_lb_615,azkatech_gaccount_lb_444
60187,Maint & Rep.,azkatech_gaccount_lb_616,azkatech_gaccount_lb_444
60189,Others Expenses,azkatech_gaccount_lb_617,azkatech_gaccount_lb_444
60191,Discount  Earned,azkatech_gaccount_lb_618,azkatech_gaccount_lb_445
60530,Stock Adjustmen FREE,azkatech_gaccount_lb_619,azkatech_gaccount_lb_448
60531,Stock Adjustmen NON FREE,azkatech_gaccount_lb_620,azkatech_gaccount_lb_448
60532,Consumer Stock Adjustment,azkatech_gaccount_lb_621,azkatech_gaccount_lb_448
61111,A.Raw Materials Purchases,azkatech_gaccount_lb_622,azkatech_gaccount_lb_449
61112,B.Raw Materials Purchases,azkatech_gaccount_lb_623,azkatech_gaccount_lb_449
61121,Fuel & Gaz,azkatech_gaccount_lb_624,azkatech_gaccount_lb_450
61122,Maintenance Products,azkatech_gaccount_lb_625,azkatech_gaccount_lb_450
61123,Workshop & Factory Supplies,azkatech_gaccount_lb_626,azkatech_gaccount_lb_450
61124,Stores Supllies,azkatech_gaccount_lb_627,azkatech_gaccount_lb_450
61125,Office Supplies,azkatech_gaccount_lb_628,azkatech_gaccount_lb_450
61131,Unreturmable Containers,azkatech_gaccount_lb_629,azkatech_gaccount_lb_451
